"","X","plus","mcmullen","state","locality","name","type","founding_date","em","ml","ce","de","sz","ld","vs","location","lon","lat","period"
"169",169,4526,149,"CA","San Diego","San Diego Society of Natural History","Sci eng socy",1874,NA,1884,NA,NA,0,NA,0,"San Diego CA",-117.1610838,32.715738,NA
"170",170,7475,150,"CA","San Fernando","Mission San Fernando","Church",NA,1835,1849,NA,1835,191,1849,216,"San Fernando CA",-6.1965948,36.4718646,NA
"171",171,7916,205,"CA","San Francisco","Library of the Superintendent","Co edu",1850,NA,1859,NA,1859,750,1859,750,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"172",172,2785,171,"CA","San Francisco","Law Library","Law socl",1865,NA,1918,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"173",173,2784,198,"CA","San Francisco","San Francisco Law Library","Law socl",1853,NA,1853,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"174",174,2783,188,"CA","San Francisco","St. Francis Temperance","Rel socl",1856,NA,1856,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"175",175,3817,153,"CA","San Francisco","Bohemian Club","Socy",1872,NA,1918,NA,1872,150,1872,150,"San Francisco CA",-122.4194155,37.7749295,NA
"176",176,2781,193,"CA","San Francisco","St. Mary's Assoc.","Rel socl",1855,NA,1858,NA,1858,1000,1858,1000,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"177",177,2779,160,"CA","San Francisco","Catholic Library Assoc.","Rel socl",NA,1855,1855,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"178",178,4258,196,"CA","San Francisco","San Francisco Art Association Library","Art socy",1872,NA,1918,NA,1875,280,1875,280,"San Francisco CA",-122.4194155,37.7749295,NA
"179",179,3343,151,"CA","San Francisco","Athenaeum","Athen",1853,NA,1858,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"180",180,3823,203,"CA","San Francisco","Senior Philhistorian Debating Society","Socy",1863,NA,1884,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"181",181,3717,217,"CA","San Francisco","YMCA","YMCA",1853,NA,1884,NA,1856,1273,1875,5000,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"182",182,3818,181,"CA","San Francisco","Pacific Club","Socy",1852,NA,1852,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"183",183,2782,179,"CA","San Francisco","New Jerusalem","Rel socl",1866,NA,1884,NA,1875,610,1875,610,"San Francisco CA",-122.4194155,37.7749295,NA
"184",184,2540,156,"CA","San Francisco","California Institute","Socl",1851,NA,1851,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"185",185,3819,211,"CA","San Francisco","Union Debating and Library Association","Socy",NA,1861,1861,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"186",186,4237,202,"CA","San Francisco","Scandinavian Benevolent Society Library","Frat",1864,NA,1864,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"187",187,4234,180,"CA","San Francisco","Odd Fellows' Society Library","Frat",1855,NA,1884,NA,1855,1000,1875,26883,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"188",188,2780,195,"CA","San Francisco","St. Mary's Termperance Benevolent and Library Assoc.","Rel socl",1867,NA,1875,NA,1875,800,1875,800,"San Francisco CA",-122.4194155,37.7749295,NA
"189",189,4232,165,"CA","San Francisco","Druids Society Library","Frat",1867,NA,1867,NA,NA,1500,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"190",190,4231,168,"CA","San Francisco","Grrand Lodge F and A.M.","Frat",1850,NA,1884,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"191",191,4235,184,"CA","San Francisco","Red Man's Literary Association Library","Frat",1875,NA,1875,NA,1875,500,1875,500,"San Francisco CA",-122.4194155,37.7749295,NA
"192",192,4233,170,"CA","San Francisco","Knights of Pythias Library","Frat",1875,NA,1875,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"193",193,4236,187,"CA","San Francisco","St. Andrews Society Library","Frat",1863,NA,1918,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"194",194,4238,207,"CA","San Francisco","Swedish Society of San Francisco Library","Frat",1873,NA,1918,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"195",195,3271,175,"CA","San Francisco","Mercantile Lib","Merc",1853,NA,1918,NA,1854,2705,1875,41563,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"196",196,3237,174,"CA","San Francisco","Mechanics Institute","Mech",1855,NA,1884,NA,1856,480,1875,24108,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"197",197,4084,164,"CA","San Francisco","Clerks Relief Society","Socl",1864,NA,1867,NA,1867,300,1867,300,"San Francisco CA",-122.4194155,37.7749295,NA
"198",198,4527,155,"CA","San Francisco","California Academy of Science Library","Sci eng socy",1853,NA,1918,NA,1858,200,1858,200,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"199",199,5817,191,"CA","San Francisco","St. Ignatius College - Sodality Library","Coll socy",1870,NA,1884,NA,1875,1500,1875,1500,"San Francisco CA",-122.4194155,37.7749295,NA
"200",200,7012,163,"CA","San Francisco","City and County Industrial School","Asylum",NA,1875,1875,NA,1875,800,1875,800,"San Francisco CA",-122.4194155,37.7749295,NA
"201",201,7724,12013,"CA","San Francisco","Alcatraz","Garr",NA,1875,1875,NA,1875,1000,1875,1000,"San Francisco CA",-122.4194155,37.7749295,NA
"202",202,4528,158,"CA","San Francisco","California Society of Natural History","Sci eng socy",1856,NA,1858,NA,1858,200,1858,200,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"203",203,7725,176,"CA","San Francisco","Military Library","Garr",1873,NA,1884,NA,1875,900,1875,900,"San Francisco CA",-122.4194155,37.7749295,NA
"204",204,4125,201,"CA","San Francisco","Sansome Hook and Ladder Co.","Fire",1850,NA,1858,NA,1858,1000,1858,1000,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"205",205,4085,166,"CA","San Francisco","Eureka Turnverein","Socl",1866,NA,1875,NA,1875,470,1875,470,"San Francisco CA",-122.4194155,37.7749295,NA
"206",206,4086,167,"CA","San Francisco","San Francisco German Club","Read room",NA,1852,1852,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"207",207,5818,192,"CA","San Francisco","St. Ignatius College - Students' Library","Coll socy",NA,1875,1875,NA,1875,1500,1875,1500,"San Francisco CA",-122.4194155,37.7749295,NA
"208",208,4418,157,"CA","San Francisco","California Pharm. Society","Med socy",NA,1870,1870,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"209",209,7011,162,"CA","San Francisco","City and County Almshouse","Asylum",1870,NA,1884,NA,1875,672,1875,672,"San Francisco CA",-122.4194155,37.7749295,NA
"210",210,4529,199,"CA","San Francisco","San Francisco Microscopial Society","Sci eng socy",1872,NA,1918,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"211",211,5816,190,"CA","San Francisco","St. Ignatius College - Sodality Library","Coll socy",1873,NA,1875,NA,1875,3000,1875,3000,"San Francisco CA",-122.4194155,37.7749295,NA
"212",212,4380,197,"CA","San Francisco","San Francisco Bar Assoc. Library","Bar",1872,NA,1918,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"213",213,4124,177,"CA","San Francisco","Monumental Engine Co.","Fire",1850,NA,1858,NA,1858,500,1858,500,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"214",214,4297,161,"CA","San Francisco","Chamber of Commerce","Trade",1850,NA,1884,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"215",215,4298,182,"CA","San Francisco","??","Trade",NA,1851,1851,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"216",216,4509,203,"CA","San Francisco","Territorial Pioneers of California","Hist socl",1874,NA,1875,NA,1875,530,1875,530,"San Francisco CA",-122.4194155,37.7749295,NA
"217",217,4508,204,"CA","San Francisco","Society of California Pioneers Library","Hist socl",1854,NA,1918,NA,1857,1200,1875,2500,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"218",218,5382,185,"CA","San Francisco","Circulating","Comm",NA,1851,1851,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"219",219,3946,152,"CA","San Francisco","B'nai B'rith Literary and Social Circle","Rel socy",NA,1867,1867,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"220",220,3947,169,"CA","San Francisco","Hebrew Young men's Literary Assoc.","Rel socy",1855,NA,1860,NA,1855,1200,1860,1000,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"221",221,3948,206,"CA","San Francisco","Swedenborgian Society","Rel socy",1858,NA,1858,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"222",222,4506,159,"CA","San Francisco","California Society - Sons of the American Revolution","Hist socl",1875,NA,1918,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"223",223,4299,183,"CA","San Francisco","??","Trade",NA,1851,1851,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"224",224,7105,172,"CA","San Francisco","Law Library Southern Pacific Company","Bus law",1863,NA,1884,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"225",225,7008,154,"CA","San Francisco","Boys' and Girls' Aid Society Library","Asylum",1874,NA,1918,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"226",226,6411,194,"CA","San Francisco","St. Mary's College","Coll",1863,NA,1884,NA,1875,3500,1875,3500,"San Francisco CA",-122.4194155,37.7749295,NA
"227",227,7543,212,"CA","San Francisco","U.S. Mint","US Gov",NA,1875,1875,NA,1875,300,1875,300,"San Francisco CA",-122.4194155,37.7749295,NA
"228",228,7474,173,"CA","San Francisco","Mariner's Church","Church",1856,NA,1856,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"229",229,6410,189,"CA","San Francisco","St. Ignatius College","Coll",NA,NA,NA,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"230",230,7171,216,"CA","San Francisco","Woodward's Gardens Library","PL owned",1868,NA,1871,NA,1871,800,1871,800,"San Francisco CA",-122.4194155,37.7749295,NA
"231",231,6412,210,"CA","San Francisco","Union College","Coll",1862,NA,1870,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"232",232,7162,215,"CA","San Francisco","W.Hat Cheer House Reading Room","Read room",1856,NA,1858,NA,1858,1600,1858,1600,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"233",233,6423,12021,"CA","San Francisco","Cooper Medical College","Med coll",1858,NA,1900,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,"Antebellum"
"234",234,6409,186,"CA","San Francisco","Sacred Heart College Library","Coll",1872,NA,1918,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"235",235,4507,178,"CA","San Francisco","New England Society","Hist socl",NA,1851,1851,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"236",236,7572,213,"CA","San Francisco","U.S. Navy Yard","US Gov",NA,1858,1858,NA,NA,0,NA,0,"San Francisco CA",-122.4194155,37.7749295,NA
"237",237,6422,214,"CA","San Francisco","University of California Medical Dept.","Med coll",1864,NA,1875,NA,1875,1600,1875,1600,"San Francisco CA",-122.4194155,37.7749295,NA
"238",238,6426,209,"CA","San Francisco","Theological Seminary of San Francisco","Theo coll",1871,NA,1918,NA,1875,5000,1875,5000,"San Francisco CA",-122.4194155,37.7749295,NA
"239",239,3718,221,"CA","San Jose","YMCA","YMCA",1867,NA,1872,NA,1867,125,1872,1200,"San Jose CA",-121.8863286,37.3382082,NA
"240",240,2542,218,"CA","San Jose","Library Assoc.","Socl",1872,NA,NA,1880,1872,1200,1875,4000,"San Jose CA",-121.8863286,37.3382082,NA
"241",241,4,222,"CA","San Jose","Young man's literary association","YMA",1856,NA,1858,NA,1858,1000,1858,1000,"San Jose CA",-121.8863286,37.3382082,"Antebellum"
"242",242,7473,220,"CA","San Jose","Mission San Jose","Church",NA,1833,1840,NA,1840,284,1840,284,"San Jose CA",-121.8863286,37.3382082,NA
"243",243,7726,127,"CA","San Jose","Point San Jose (Ft. Mason) - Post Library","Garr",1869,NA,1875,NA,1875,580,1875,580,"San Jose CA",-121.8863286,37.3382082,NA
"244",244,4381,219,"CA","San Jose","San Jose Law Library","Bar",1875,NA,1918,NA,NA,0,NA,0,"San Jose CA",-121.8863286,37.3382082,NA
"245",245,7479,12022,"CA","San Juan Bautista","San Juan Bautisti Mission Library","Church",NA,1835,1835,NA,1835,182,1835,182,"San Juan Bautista CA",-121.5379974,36.8455108,NA
"246",246,7480,12023,"CA","San Juan Capistrano","San Juan Capistrano","Church",NA,1835,1835,NA,1835,209,1835,209,"San Juan Capistrano CA",-117.6625509,33.5016932,NA
"247",247,3719,225,"CA","San Lorenzo","YMCA","YMCA",NA,1868,1868,NA,NA,0,NA,0,"San Lorenzo CA",-122.1244088,37.6810422,NA
"248",248,4239,224,"CA","San Luis Obispo","Odd Fellows' Library","Frat",1874,NA,1884,NA,NA,0,NA,0,"San Luis Obispo CA",-120.6596156,35.2827524,NA
"249",249,2543,223,"CA","San Luis Obispo","","Socl",1871,NA,1874,NA,NA,0,NA,0,"San Luis Obispo CA",-120.6596156,35.2827524,NA
"250",250,7466,12024,"CA","San Luis Obispo","San Luis Obispo Mission","Church",NA,1774,1836,NA,1836,185,1836,185,"San Luis Obispo CA",-120.6596156,35.2827524,NA
"251",251,7472,226,"CA","San Luis Rey","San Luis Rey Mission","Church",NA,1838,1849,NA,1838,50,1849,216,"San Luis Rey CA",-117.3322661,33.2319758,NA
"252",252,6813,227,"CA","San Quentin","San Quentin State Prison","Prison",1852,NA,1918,NA,1874,3000,1875,3103,"San Quentin CA",-122.484704,37.9413246,"Antebellum"
"253",253,7481,12025,"CA","San Rafael","Mission Library - San Rafael","Church",NA,1835,1835,NA,1835,75,1835,75,"San Rafael CA",-122.5310874,37.9735346,NA
"254",254,3238,229,"CA","San Raphael","San Raphael Mechanics Institute","Mech",1871,NA,1871,NA,NA,0,NA,0,"San Raphael CA",-122.5310874,37.9735346,NA
"255",255,5383,228,"CA","San Raphael","Circulating Library","Comm",NA,1871,1871,NA,NA,0,NA,0,"San Raphael CA",-122.5310874,37.9735346,NA
"256",256,7471,230,"CA","San Solano","Mission San Solano","Church",NA,NA,NA,NA,NA,0,NA,0,"San Solano CA",-117.6182671,33.6441334,NA
"257",257,3820,236,"CA","Santa Barbara","Union Club","Socy",1872,NA,1872,NA,NA,0,NA,0,"Santa Barbara CA",-119.6981901,34.4208305,NA
"258",258,4240,235,"CA","Santa Barbara","Odd Fellows' Library","Frat",1874,NA,1875,NA,1875,1300,1875,1300,"Santa Barbara CA",-119.6981901,34.4208305,NA
"259",259,5384,233,"CA","Santa Barbara","Miss Plummer's Circulating Library","Comm",1871,NA,1874,NA,NA,0,NA,0,"Santa Barbara CA",-119.6981901,34.4208305,NA
"260",260,6413,231,"CA","Santa Barbara","College of Our Lady of Guadalupe","Coll",NA,1870,1870,NA,1870,500,1870,500,"Santa Barbara CA",-119.6981901,34.4208305,NA
"261",261,6414,232,"CA","Santa Barbara","Franciscan College","Coll",1854,NA,1875,NA,1870,1500,1875,2500,"Santa Barbara CA",-119.6981901,34.4208305,"Antebellum"
"262",262,7470,234,"CA","Santa Barbara","Mission Library - Santa Barbara","Church",1786,NA,NA,1854,NA,0,NA,0,"Santa Barbara CA",-119.6981901,34.4208305,"Early National"
"263",263,5819,237,"CA","Santa Clara","University of the Pacific - Orchanian Society","Coll socy",NA,1858,1859,NA,NA,0,NA,0,"Santa Clara CA",-121.9552356,37.3541079,NA
"264",264,7482,12026,"CA","Santa Clara","Mission Library - Santa Clara","Church",NA,1841,1851,NA,1851,242,1851,242,"Santa Clara CA",-121.9552356,37.3541079,NA
"265",265,6415,238,"CA","Santa Clara","University of Santa Clara","Coll",1851,NA,1918,NA,1855,8000,1875,10000,"Santa Clara CA",-121.9552356,37.3541079,"Antebellum"
"266",266,6416,239,"CA","Santa Clara","University of the Pacific","Coll",1851,NA,1914,NA,1870,2000,1875,1025,"Santa Clara CA",-121.9552356,37.3541079,"Antebellum"
"267",267,5820,240,"CA","Santa Clara","Univ. of the Pacific - Rhizomian Society","Coll socy",NA,1859,1859,NA,NA,0,NA,0,"Santa Clara CA",-121.9552356,37.3541079,NA
"268",268,4241,242,"CA","Santa Cruz","Odd Fellows' Library","Frat",NA,1872,1872,NA,NA,0,NA,0,"Santa Cruz CA",-122.0307963,36.9741171,NA
"269",269,2544,243,"CA","Santa Cruz","Santa Cruz Library Assoc.","Socl",1868,NA,NA,1881,1875,600,1875,600,"Santa Cruz CA",-122.0307963,36.9741171,NA
"270",270,7483,12027,"CA","Santa Cruz","Mission Library - Santa Cruz","Church",NA,1835,1842,NA,1835,152,1842,162,"Santa Cruz CA",-122.0307963,36.9741171,NA
"271",271,4358,241,"CA","Santa Cruz","Literary and Debating Society","Lit socy",1866,NA,1866,NA,1866,200,1866,200,"Santa Cruz CA",-122.0307963,36.9741171,NA
"272",272,7484,12028,"CA","Santa Ine's","Mission Library - Santa Ine's","Church",NA,1836,1845,NA,1836,66,1845,75,"Santa Ine's CA",-121.3553982,38.7548033,NA
"273",273,6417,244,"CA","Santa Inez","College of Our Lady of Guadaloupe","Coll",1844,NA,1875,NA,1857,853,1875,550,"Santa Inez CA",-120.079868,34.6144313,"Antebellum"
"274",274,2546,251,"CA","Santa Rosa","","Socl",1875,NA,1875,NA,NA,0,NA,0,"Santa Rosa CA",-122.7140548,38.440429,NA
"275",275,2545,247,"CA","Santa Rosa","Library Assoc.","Socl",1869,NA,NA,1884,1875,840,1875,840,"Santa Rosa CA",-122.7140548,38.440429,NA
"276",276,6418,246,"CA","Santa Rosa","Christian College","Coll",NA,1875,1875,NA,1875,300,1875,300,"Santa Rosa CA",-122.7140548,38.440429,NA
"277",277,6419,248,"CA","Santa Rosa","Pacific Methodist College","Coll",1861,NA,1884,NA,1875,490,1875,490,"Santa Rosa CA",-122.7140548,38.440429,NA
"278",278,5821,249,"CA","Santa Rosa","Pacific Methodist College - Thalian Society","Coll socy",NA,1873,1873,NA,NA,0,NA,0,"Santa Rosa CA",-122.7140548,38.440429,NA
"279",279,5822,250,"CA","Santa Rosa","Pacific Methodist College - Ulatus Society","Coll socy",1861,NA,1884,NA,1873,421,1875,490,"Santa Rosa CA",-122.7140548,38.440429,NA
"280",280,7476,133,"CA","Sarcamento","Episcopal Church","Church",NA,1859,1859,NA,1859,300,1859,300,"Sarcamento CA",-121.4943996,38.5815719,NA
"281",281,4242,252,"CA","Sawyer's Bar","Odd Fellows' Library","Frat",NA,1874,1874,NA,NA,0,NA,0,"Sawyer's Bar CA",-123.1303203,41.2973586,NA
"282",282,2547,253,"CA","Scott River","","Socl",1864,NA,1864,NA,NA,0,NA,0,"Scott River CA",-122.8244238,41.36694,NA
"283",283,2548,256,"CA","Shasta","Shasta Library Assoc.","Socl",1858,NA,1858,NA,NA,0,NA,0,"Shasta CA",-122.4907566,40.598119,"Antebellum"
"284",284,3821,254,"CA","Shasta","Chess and Literary Assoc.","Socy",1858,NA,1858,NA,NA,0,NA,0,"Shasta CA",-122.4907566,40.598119,"Antebellum"
"285",285,4243,255,"CA","shasta","Odd Fellow's Library","Frat",NA,1866,1866,NA,NA,0,NA,0,"shasta CA",-122.4907566,40.598119,NA
"286",286,7485,12029,"CA","Soledad","Mission Library - Soledad","Church",NA,1835,1845,NA,1835,51,1845,21,"Soledad CA",-121.3263187,36.424687,NA
"287",287,7486,12030,"CA","Sonoma","Mission Library - Sonoma","Church",NA,1835,1835,NA,1835,31,1835,31,"Sonoma CA",-122.4580356,38.291859,NA
"288",288,6420,257,"CA","Sonoma","Sonoma College","Coll",1858,NA,1870,NA,NA,0,NA,0,"Sonoma CA",-122.4580356,38.291859,"Antebellum"
"289",289,2549,259,"CA","Sonora","Tuolomne Library Assoc.","Socl",NA,1859,1859,NA,NA,0,NA,0,"Sonora CA",-120.3821724,37.9829496,NA
"290",290,4530,258,"CA","Sonora","Tuolumne Co. Scientific Society","Sci eng socy",1857,NA,1859,NA,1858,1200,1858,1200,"Sonora CA",-120.3821724,37.9829496,"Antebellum"
"291",291,2550,260,"CA","Spanish Flat","Franklin Library Association","Socl",NA,1854,1854,NA,NA,0,NA,0,"Spanish Flat CA",-122.2249751,38.5351852,NA
"292",292,2536,142,"CA","St. Louis","","Socl",NA,1854,1854,NA,NA,0,NA,0,"St. Louis CA",-120.9249514,39.6985046,NA
"293",293,2888,261,"CA","Stables' Ranch","","Ladies",1859,NA,1859,NA,1859,100,1859,100,"Stables' Ranch CA",-118.3632392,33.7963857,"Antebellum"
"294",294,3720,270,"CA","Stockton","YMCA","YMCA",1855,NA,1869,NA,1855,76,1855,76,"Stockton CA",-121.2907796,37.9577016,"Antebellum"
"295",295,4244,264,"CA","Stockton","Masonic Library","Frat",1852,NA,1884,NA,NA,0,NA,0,"Stockton CA",-121.2907796,37.9577016,"Antebellum"
"296",296,4245,266,"CA","Stockton","Odd Fellows' Library","Frat",1857,NA,1875,NA,1858,400,1875,2000,"Stockton CA",-121.2907796,37.9577016,"Antebellum"
"297",297,2551,268,"CA","Stockton","Stockton Library Assoc.","Socl",NA,1858,1858,NA,NA,0,NA,0,"Stockton CA",-121.2907796,37.9577016,NA
"298",298,4087,269,"CA","Stockton","Verein","Socl",NA,NA,NA,NA,NA,0,NA,0,"Stockton CA",-121.2907796,37.9577016,NA
"299",299,4126,262,"CA","Stockton","Stockton Volunteer Fire Dept","Fire",NA,NA,NA,NA,NA,0,NA,0,"Stockton CA",-121.2907796,37.9577016,NA
"300",300,4531,267,"CA","Stockton","Society of Natural History","Sci eng socy",1856,NA,1875,NA,1858,300,1858,300,"Stockton CA",-121.2907796,37.9577016,"Antebellum"
"301",301,4300,265,"CA","Stockton","Stockton Merchants' Exchange Reading Room","Read room",NA,1856,1856,NA,NA,0,NA,0,"Stockton CA",-121.2907796,37.9577016,NA
"302",302,7009,263,"CA","Stockton","Insane Asylum for California","Asylum",1869,1855,1875,NA,1875,1125,1875,1125,"Stockton CA",-121.2907796,37.9577016,NA
"303",303,2552,271,"CA","Suisun","","Socl",1865,NA,1869,NA,NA,0,NA,0,"Suisun CA",-122.1009822,38.2371833,NA
"304",304,2553,272,"CA","Tomales","","Socl",NA,1872,1872,NA,NA,0,NA,0,"Tomales CA",-122.9055518,38.246307,NA
"305",305,4246,273,"CA","Ukiah","Odd Fellows' Library","Frat",1874,NA,1884,NA,NA,0,NA,0,"Ukiah CA",-123.2077831,39.1501709,NA
"306",306,2554,274,"CA","Uniontown","Arcada Library Assoc.","Socl",NA,NA,NA,NA,NA,0,NA,0,"Uniontown CA",-81.4081673,40.9750568,NA
"307",307,6421,275,"CA","Vacaville","California College","Coll",1871,NA,1875,NA,1875,2000,1875,2000,"Vacaville CA",-121.9877444,38.3565773,NA
"308",308,2555,277,"CA","Vallejo","Vallejo Library Assoc.","Socl",1856,NA,1875,NA,1869,600,1875,12000,"Vallejo CA",-122.2566367,38.1040864,"Antebellum"
"309",309,3950,278,"CA","Vallejo","Temperance Legion","Rel socy",1870,NA,1870,NA,NA,0,NA,0,"Vallejo CA",-122.2566367,38.1040864,NA
"310",310,3949,276,"CA","Vallejo","Dashaway Assoc.","Rel socy",1869,NA,1869,NA,NA,0,NA,0,"Vallejo CA",-122.2566367,38.1040864,NA
"311",311,4247,280,"CA","Visalia","Odd Fellows' / Twin Creeks Lodge","Frat",1868,NA,1884,NA,NA,0,NA,0,"Visalia CA",-119.2920585,36.3302284,NA
