Name,Organization,Year Elected,Status,
Julius T. Ducatel,American Philosophical Society,1832,Member,Resident
Robley Dunglinson,American Philosophical Society,1832,Member,Resident
Henry D. Gilpin,American Philosophical Society,1832,Member,Resident
Hugh L. Hodge,American Philosophical Society,1832,Member,Resident
John P. Hopkinson,American Philosophical Society,1832,Member,Resident
Theodor Q. Lorin,American Philosophical Society,1832,Member,International
Juan J. Martinez,American Philosophical Society,1832,Member,International
Thomas Sergeant,American Philosophical Society,1832,Member,Resident
Matthias W. Baldwin,American Philosophical Society,1833,Member,Resident
Ilya Bujalsky,American Philosophical Society,1833,Member,International
Marmaduke Burrough,American Philosophical Society,1833,Member,Resident
Henry C. Carey,American Philosophical Society,1833,Member,Resident
Gouverneur Emerson,American Philosophical Society,1833,Member,Resident
Joshua Francis Fisher,American Philosophical Society,1833,Member,Resident
Edwin James,American Philosophical Society,1833,Member,Resident
Jean Labouderie,American Philosophical Society,1833,Member,International
Samuel V. Merrick,American Philosophical Society,1833,Member,Resident
Charles Nagy,American Philosophical Society,1833,Member,International
Franklin Peale,American Philosophical Society,1833,Member,Resident
Titan R. Peale,American Philosophical Society,1833,Member,Resident
Jacob Randolph,American Philosophical Society,1833,Member,Resident
Moncure Robinson,American Philosophical Society,1833,Member,Resident
Visconde Manuel F. de Barros e Sousa Santarem,American Philosophical Society,1833,Member,International
Henry R. Schoolcraft,American Philosophical Society,1833,Member,Resident
Henry J. Williams,American Philosophical Society,1833,Member,Resident
Charles A. Agardh,American Philosophical Society,1835,Member,International
John Brockenbrough,American Philosophical Society,1835,Member,Resident
D. Francis Condie,American Philosophical Society,1835,Member,Resident
Edward H. Courtenay,American Philosophical Society,1835,Member,Resident
William Drayton,American Philosophical Society,1835,Member,Resident
James P. Espy,American Philosophical Society,1835,Member,Resident
Joseph Henry,American Philosophical Society,1835,Member,Resident
Henry D. Rogers,American Philosophical Society,1835,Member,Resident
William B. Rogers,American Philosophical Society,1835,Member,Resident
Charles W. Short,American Philosophical Society,1835,Member,Resident
Thomas Sully,American Philosophical Society,1835,Member,Resident
John Torrey,American Philosophical Society,1835,Member,Resident
John Wickham,American Philosophical Society,1835,Member,Resident
Nicholas Carlisle,American Philosophical Society,1836,Member,International
Nathan Dunn,American Philosophical Society,1836,Member,Resident
Mariano Galvez,American Philosophical Society,1836,Member,International
John Griscom,American Philosophical Society,1836,Member,Resident
Karl C. von Leonhard,American Philosophical Society,1836,Member,International
J.J. Da Costa Macedo,American Philosophical Society,1836,Member,International
Domenico C. Morelli,American Philosophical Society,1836,Member,International
Manuel Naxera,American Philosophical Society,1836,Member,International
Granville Penn,American Philosophical Society,1836,Member,International
Caspar G.C. Reomwardt,American Philosophical Society,1836,Member,International
Jean B.G. Roux de Rochelle,American Philosophical Society,1836,Member,International
Joseph G. Totten,American Philosophical Society,1836,Member,Resident
Edward Turner,American Philosophical Society,1836,Member,International
Job R. Tyson,American Philosophical Society,1836,Member,Resident
George Campbell,American Philosophical Society,1837,Member,Resident
John G. Crosse,American Philosophical Society,1837,Member,International
Thomas Dunlap,American Philosophical Society,1837,Member,Resident
William Jenks,American Philosophical Society,1837,Member,Resident
Charles R. Leslie,American Philosophical Society,1837,Member,International
William M. Meredith,American Philosophical Society,1837,Member,Resident
Joseph Saxton,American Philosophical Society,1837,Member,Resident
James B. Prichard,American Philosophical Society,1837,Member,International
Jared Sparks,American Philosophical Society,1837,Member,Resident
George Tucker,American Philosophical Society,1837,Member,Resident
Sears C. Walker,American Philosophical Society,1837,Member,Resident
Daniel Webster,American Philosophical Society,1837,Member,Resident
Thomas L. Winthrop,American Philosophical Society,1837,Member,Resident
Henry Baldwin,American Philosophical Society,1838,Member,Resident
Samuel Breck,American Philosophical Society,1838,Member,Resident
Charles G.B. Daubeny,American Philosophical Society,1838,Member,International
John P. Emmet,American Philosophical Society,1838,Member,Resident
Thomas W. Griffith,American Philosophical Society,1838,Member,Resident
William Harris,American Philosophical Society,1838,Member,Resident
Hugh S. Legare,American Philosophical Society,1838,Member,Resident
William Norris,American Philosophical Society,1838,Member,Resident
Robert T. Paine,American Philosophical Society,1838,Member,Resident
William H. Prescott,American Philosophical Society,1838,Member,Resident
Henry Reed,American Philosophical Society,1838,Member,Resident
William Sullivan,American Philosophical Society,1838,Member,Resident
Andrew Talcott,American Philosophical Society,1838,Member,Resident
Sylvanus Thayer,American Philosophical Society,1838,Member,Resident
Francis Wayland,American Philosophical Society,1838,Member,Resident
Stephen Alexander,American Philosophical Society,1839,Member,Resident
T. Romeyn Beck,American Philosophical Society,1839,Member,Resident
George W. Bethune,American Philosophical Society,1839,Member,Resident
James C. Booth,American Philosophical Society,1839,Member,Resident
Edward Coles,American Philosophical Society,1839,Member,Resident
John C. Cresson,American Philosophical Society,1839,Member,Resident
Johann R. Encke,American Philosophical Society,1839,Member,International
George P. Gooch,American Philosophical Society,1839,Member,International
Karl Gutzlaff,American Philosophical Society,1839,Member,International
John E. Holbrook,American Philosophical Society,1839,Member,Resident
George M. Justice,American Philosophical Society,1839,Member,Resident
Humphrey Lloyd,American Philosophical Society,1839,Member,International
Elias loomis,American Philosophical Society,1839,Member,Resident
Lohn Ludlow,American Philosophical Society,1839,Member,Resident
James K. Paulding,American Philosophical Society,1839,Member,Resident
John Penington,American Philosophical Society,1839,Member,Resident
James Prinsep,American Philosophical Society,1839,Member,International
Lambert A.J. Quetelet,American Philosophical Society,1839,Member,International
Benjamin W. Richards,American Philosophical Society,1839,Member,Resident
Karl L.C. Rumker,American Philosophical Society,1839,Member,International
Samuel L. Southard,American Philosophical Society,1839,Member,Resident
Richard C. Taylor,American Philosophical Society,1839,Member,Resident
Eugene A Vail,American Philosophical Society,1839,Member,International
Thomas U. Walter,American Philosophical Society,1839,Member,International
John Washington,American Philosophical Society,1839,Member,International
Pedro de Angelis,American Philosophical Society,1840,Member,International
W.H.C. Bartlett,American Philosophical Society,1840,Member,Resident
Francis Beaufort,American Philosophical Society,1840,Member,International
Friedrich W. Bessel,American Philosophical Society,1840,Member,International
Charles Bonnycastle,American Philosophical Society,1840,Member,Resident
Martin H. Boye,American Philosophical Society,1840,Member,Resident
George M. Dallas,American Philosophical Society,1840,Member,Resident
C.R. Demme,American Philosophical Society,1840,Member,Resident
Judah Dobson,American Philosophical Society,1840,Member,Resident
Jean B.B. Eyries,American Philosophical Society,1840,Member,International
Michael Faraday,American Philosophical Society,1840,Member,International
William R. Fisher,American Philosophical Society,1840,Member,Resident
John Forbes,American Philosophical Society,1840,Member,International
Robert W. Fox,American Philosophical Society,1840,Member,International
William H. Furness,American Philosophical Society,1840,Member,Resident
Paul Beck Goddard,American Philosophical Society,1840,Member,Resident
James Duncan Graham,American Philosophical Society,1840,Member,Resident
Francois P.G. Guizot,American Philosophical Society,1840,Member,International
Samuel D. Ingham,American Philosophical Society,1840,Member,Resident
Hartman Kuhn,American Philosophical Society,1840,Member,Resident
Francisco Martinez,American Philosophical Society,1840,Member,International
Phillip Milledoler,American Philosophical Society,1840,Member,Resident
John Sanderson,American Philosophical Society,1840,Member,Resident
George W. Smith,American Philosophical Society,1840,Member,Resident
Isaac Wayne,American Philosophical Society,1840,Member,Resident
George M. Wharton,American Philosophical Society,1840,Member,Resident
George Bancroft,American Philosophical Society,1841,Member,Resident
